rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,timestamp,uElev,uThrot,uThrot2,uAilL,uAilR,uRud,obctrl_status
1478609337124638690,,7360,,0,0,'',29266,-0.0578124001622,0.306688606739,1.93099999428,-2.56280660629,0.112787202001,0.0,0
1478609337174632070,,7361,,0,0,'',29276,-0.0492171533406,0.305963754654,1.94400000572,-2.6190533638,0.102449320257,0.0,0
1478609337224987924,,7362,,0,0,'',29476,-0.0471438020468,0.306636810303,1.95399999619,-2.62422609329,0.102969244123,0.0,0
1478609337274824074,,7363,,0,0,'',29336,-0.0437288358808,0.305879950523,1.97699999809,-2.63381838799,0.108225591481,0.0,0
1478609337324716313,,7364,,0,0,'',29208,-0.0485715381801,0.31084138155,1.98399996758,-2.68037128448,0.110834136605,0.0,0
1478609337374749644,,7365,,0,0,'',29440,-0.0517535656691,0.312147051096,2.01399993896,-2.69704174995,0.109283924103,0.0,0
1478609337424571580,,7366,,0,0,'',29240,-0.0552294999361,0.318483948708,2.02699995041,-2.71302986145,0.109403759241,0.0,0
1478609337475008612,,7367,,0,0,'',29522,-0.057024680078,0.328641921282,2.05900001526,-2.72820854187,0.108526900411,0.0,0
1478609337524688981,,7368,,0,0,'',29282,-0.0555854775012,0.331033974886,2.07399988174,-2.73790454865,0.111242592335,0.0,0
1478609337574862942,,7369,,0,0,'',29230,-0.058372579515,0.341839402914,2.08999991417,-2.76893019676,0.103536494076,0.0,0
1478609337624613964,,7370,,0,0,'',29334,-0.0597038753331,0.345464557409,2.12400007248,-2.79896807671,0.111684672534,0.0,0
1478609337675051533,,7371,,0,0,'',29682,-0.060437541455,0.346311986446,2.1400001049,-2.81266641617,0.109107144177,0.0,0
1478609337725121741,,7372,,0,0,'',29713,-0.0586071908474,0.343116998672,2.16799998283,-2.87454771996,0.0981104448438,0.0,0
1478609337775025080,,7373,,0,0,'',29574,-0.0637597814202,0.349148362875,2.18099999428,-2.88263964653,0.0977613255382,0.0,0
1478609337824700361,,7374,,0,0,'',29328,-0.0721900090575,0.353880137205,2.21799993515,-2.92461848259,0.109430916607,0.0,0
1478609337874864634,,7375,,0,0,'',29563,-0.0749407410622,0.353716284037,2.23099994659,-2.93751692772,0.116098888218,0.0,0
1478609337924721260,,7376,,0,0,'',29326,-0.0743790715933,0.347388297319,2.26399993896,-2.98256444931,0.110602796078,0.0,0
1478609337974713952,,7377,,0,0,'',29343,-0.0761734545231,0.346446692944,2.27600002289,-2.98979330063,0.111518643796,0.0,0
1478609338024749483,,7378,,0,0,'',29318,-0.0847487673163,0.35825330019,2.2990000248,-3.02150464058,0.119217604399,0.0,0
1478609338074692423,,7379,,0,0,'',29345,-0.0843917503953,0.364300787449,2.30599999428,-3.04491662979,0.119437634945,0.0,0
1478609338124699466,,7380,,0,0,'',29361,-0.0830013751984,0.368659883738,2.3259999752,-3.0536570549,0.115434385836,0.0,0
1478609338174696433,,7381,,0,0,'',29283,-0.0851121097803,0.376011550426,2.33699989319,-3.08701992035,0.115180872381,0.0,0
1478609338225147378,,7382,,0,0,'',29822,-0.089600853622,0.387489765882,2.34100008011,-3.10936999321,0.117684416473,0.0,0
1478609338274639879,,7383,,0,0,'',29260,-0.0898067951202,0.389777332544,2.34500002861,-3.11772584915,0.113280504942,0.0,0
1478609338325044047,,7384,,0,0,'',29599,-0.0919451639056,0.391175210476,2.35199999809,-3.16694116592,0.115823090076,0.0,0
1478609338375441016,,7385,,0,0,'',29541,-0.0887938439846,0.387305140495,2.35100007057,-3.17826509476,0.116782434285,0.0,0
1478609338424849976,,7386,,0,0,'',29435,-0.0888135358691,0.388712704182,2.34400010109,-3.20645713806,0.119130454957,0.0,0
1478609338474661674,,7387,,0,0,'',29359,-0.0893385857344,0.388163000345,2.33800005913,-3.20527601242,0.120509177446,0.0,0
1478609338524897812,,7388,,0,0,'',29311,-0.0877747908235,0.384012430906,2.32699990273,-3.22977209091,0.119666449726,0.0,0
1478609338574751600,,7389,,0,0,'',29439,-0.0843228846788,0.375920325518,2.31200003624,-3.27076196671,0.1177784428,0.0,0
1478609338624717454,,7390,,0,0,'',29296,-0.0893872231245,0.382851570845,2.29500007629,-3.28471636772,0.120212711394,0.0,0
1478609338674660132,,7391,,0,0,'',29302,-0.0888115987182,0.384826093912,2.25999999046,-3.30457735062,0.121590949595,0.0,0
1478609338724970022,,7392,,0,0,'',29339,-0.0874519646168,0.384587973356,2.24300003052,-3.33950948715,0.120724625885,0.0,0
1478609338774706006,,7393,,0,0,'',29298,-0.0855019539595,0.377963513136,2.21199989319,-3.35799527168,0.118204452097,0.0,0
1478609338824784888,,7394,,0,0,'',29323,-0.0826030522585,0.370930045843,2.19600009918,-3.36981225014,0.114423111081,0.0,0
1478609338874832007,,7395,,0,0,'',29265,-0.0850736871362,0.371385782957,2.15799999237,-3.39298129082,0.113621115685,0.0,0
1478609338924706770,,7396,,0,0,'',29256,-0.0853594765067,0.37012603879,2.14199995995,-3.39628052711,0.116117872298,0.0,0
1478609338974894869,,7397,,0,0,'',29438,-0.0781086906791,0.37728485465,2.10100007057,-3.43089294434,0.116864979267,0.0,0
1478609339024772570,,7398,,0,0,'',29421,-0.0744924396276,0.379700094461,2.08200001717,-3.44090676308,0.113641634583,0.0,0
1478609339075515200,,7399,,0,0,'',29744,-0.0696678832173,0.384438276291,2.02500009537,-3.44625926018,0.11549474299,0.0,0
1478609339124694715,,7400,,0,0,'',29286,-0.0685878917575,0.387137323618,2.00200009346,-3.44938111305,0.114272356033,0.0,0
1478609339174943541,,7401,,0,0,'',29289,-0.0704505816102,0.389711171389,1.96399998665,-3.48653364182,0.115513622761,0.0,0
1478609339225296532,,7402,,0,0,'',29492,-0.0709879845381,0.388433158398,1.94299995899,-3.49440073967,0.119989566505,0.0,0
1478609339275009565,,7403,,0,0,'',29397,-0.0728855580091,0.387520223856,1.89400005341,-3.50091433525,0.126341760159,0.0,0
1478609339325085648,,7404,,0,0,'',29338,-0.0676331445575,0.381591558456,1.86600005627,-3.52719640732,0.126981332898,0.0,0
1478609339375302222,,7405,,0,0,'',29466,-0.0723920240998,0.393264353275,1.81599998474,-3.53056311607,0.136681482196,0.0,0
1478609339424522076,,7406,,0,0,'',29304,-0.0710124894977,0.391654551029,1.79499995708,-3.53527283669,0.13678689301,0.0,0
1478609339474907507,,7407,,0,0,'',29487,-0.0697109624743,0.38577863574,1.75600004196,-3.53879714012,0.144268885255,0.0,0
1478609339524765544,,7408,,0,0,'',29343,-0.0707016885281,0.382181614637,1.73199999332,-3.54928398132,0.142429485917,0.0,0
1478609339575100273,,7409,,0,0,'',29718,-0.0732308402658,0.388512045145,1.69400000572,-3.57557082176,0.137229323387,0.0,0
1478609339624654163,,7410,,0,0,'',29300,-0.0634397119284,0.38303822279,1.67299997807,-3.57731676102,0.134005323052,0.0,0
1478609339675110171,,7411,,0,0,'',29589,-0.069098263979,0.397113412619,1.63499999046,-3.58479213715,0.139694556594,0.0,0
1478609339724656448,,7412,,0,0,'',29372,-0.0664673447609,0.40020185709,1.61600005627,-3.60409235954,0.137798652053,0.0,0
1478609339775052716,,7413,,0,0,'',29586,-0.0598638579249,0.392217725515,1.57099997997,-3.59683704376,0.123288579285,0.0,0
1478609339824565017,,7414,,0,0,'',29284,-0.0553649775684,0.385535240173,1.55099999905,-3.59504938126,0.122360803187,0.0,0
1478609339874687364,,7415,,0,0,'',29249,-0.0496866218746,0.368347942829,1.51199996471,-3.59863615036,0.120656438172,0.0,0
1478609339924586953,,7416,,0,0,'',29281,-0.0501324012876,0.362744301558,1.48699998856,-3.61183428764,0.119983926415,0.0,0
1478609339974778502,,7417,,0,0,'',29359,-0.054699819535,0.358880311251,1.47200000286,-3.61378240585,0.128798961639,0.0,0
1478609340024684879,,7418,,0,0,'',29376,-0.0567181706429,0.35909473896,1.43499994278,-3.60747718811,0.132641851902,0.0,0
1478609340074722485,,7419,,0,0,'',29320,-0.0628539919853,0.369372785091,1.42100000381,-3.60253238678,0.147388324142,0.0,0
1478609340124629162,,7420,,0,0,'',29332,-0.0639429762959,0.380219340324,1.38900005817,-3.58954191208,0.161135956645,0.0,0
1478609340174780472,,7421,,0,0,'',29408,-0.0604482665658,0.38300088048,1.3789999485,-3.61597108841,0.161936044693,0.0,0
1478609340224745650,,7422,,0,0,'',29310,-0.056542776525,0.389260798693,1.35000002384,-3.6097304821,0.159153923392,0.0,0
1478609340274731217,,7423,,0,0,'',29237,-0.0572643503547,0.397989481688,1.3370000124,-3.61002039909,0.162189513445,0.0,0
1478609340324616993,,7424,,0,0,'',29319,-0.050729919225,0.384987473488,1.31299996376,-3.6219420433,0.163271874189,0.0,0
1478609340374616611,,7425,,0,0,'',29253,-0.0496181435883,0.372635304928,1.3029999733,-3.62449550629,0.166030988097,0.0,0
1478609340424602778,,7426,,0,0,'',29327,-0.0492953807116,0.356477171183,1.27900004387,-3.61695861816,0.165507465601,0.0,0
1478609340474550569,,7427,,0,0,'',29320,-0.0499875955284,0.35163334012,1.27100002766,-3.61628127098,0.172165930271,0.0,0
1478609340525031440,,7428,,0,0,'',29627,-0.0484571270645,0.3479141891,1.25100004673,-3.63198661804,0.162019297481,0.0,0
1478609340574508002,,7429,,0,0,'',29247,-0.0488085635006,0.350533485413,1.24399995804,-3.63259220123,0.161054208875,0.0,0
1478609340624625686,,7430,,0,0,'',29312,-0.0384664423764,0.33919402957,1.23000001907,-3.62712335587,0.157920122147,0.0,0
1478609340675003966,,7431,,0,0,'',29605,-0.0369803868234,0.33851647377,1.22200000286,-3.61853003502,0.157274648547,0.0,0
1478609340724680885,,7432,,0,0,'',29368,-0.03592967242,0.34216889739,1.21300005913,-3.62062621117,0.154066547751,0.0,0
1478609340774590250,,7433,,0,0,'',29244,-0.0384413339198,0.348260313272,1.20599997044,-3.61603283882,0.154667556286,0.0,0
1478609340824649856,,7434,,0,0,'',29344,-0.0383383519948,0.352533489466,1.19599997997,-3.60467648506,0.165755912662,0.0,0
1478609340874790466,,7435,,0,0,'',29403,-0.0366232283413,0.348498314619,1.19400000572,-3.60052394867,0.165988504887,0.0,0
1478609340924678130,,7436,,0,0,'',29380,-0.0318495742977,0.342237621546,1.19000005722,-3.61256837845,0.162102133036,0.0,0
1478609340974532805,,7437,,0,0,'',29249,-0.0314109772444,0.341236591339,1.19000005722,-3.60950255394,0.161530166864,0.0,0
1478609341024722916,,7438,,0,0,'',29361,-0.0359319150448,0.348712384701,1.19000005722,-3.61017489433,0.165340319276,0.0,0
1478609341074680095,,7439,,0,0,'',29345,-0.030133780092,0.343625873327,1.19000005722,-3.60940408707,0.165289193392,0.0,0
1478609341124609597,,7440,,0,0,'',29285,-0.0262965280563,0.338004797697,1.19099998474,-3.60776519775,0.165893033147,0.0,0
1478609341174795346,,7441,,0,0,'',29428,-0.0181533843279,0.323377728462,1.19099998474,-3.60343432426,0.157275795937,0.0,0
1478609341224740612,,7442,,0,0,'',29464,-0.0113433133811,0.316961765289,1.19500005245,-3.60453224182,0.157056972384,0.0,0
1478609341274971462,,7443,,0,0,'',29511,-0.0103021943942,0.316652566195,1.19599997997,-3.60083436966,0.153883084655,0.0,0
1478609341325072195,,7444,,0,0,'',29504,-0.00561559433118,0.325452625751,1.19400000572,-3.61614179611,0.160813346505,0.0,0
1478609341374959809,,7445,,0,0,'',29623,0.00756634352729,0.31496077776,1.19099998474,-3.60668325424,0.150985091925,0.0,0
1478609341424904399,,7446,,0,0,'',29600,0.00231883279048,0.320178747177,1.18700003624,-3.60306930542,0.150953739882,0.0,0
1478609341474751599,,7447,,0,0,'',29496,0.00190534163266,0.319938480854,1.18499994278,-3.60574865341,0.153950840235,0.0,0
1478609341524638238,,7448,,0,0,'',29342,0.00326833571307,0.314290225506,1.18499994278,-3.60599303246,0.15508389473,0.0,0
1478609341574533402,,7449,,0,0,'',29282,-0.0102130407467,0.329546481371,1.18499994278,-3.62076687813,0.160020366311,0.0,0
1478609341624990647,,7450,,0,0,'',29591,-0.00893003866076,0.328051298857,1.19400000572,-3.62488031387,0.162012398243,0.0,0
1478609341675282062,,7451,,0,0,'',29668,-0.00567110162228,0.328631490469,1.19900000095,-3.62941455841,0.157018110156,0.0,0
1478609341724556855,,7452,,0,0,'',29282,0.000460346229374,0.329966545105,1.20799994469,-3.63126826286,0.153463542461,0.0,0
1478609341774592148,,7453,,0,0,'',29299,0.000850704440381,0.332407355309,1.2120000124,-3.63773703575,0.155730113387,0.0,0
1478609341825107821,,7454,,0,0,'',29376,0.00167021469679,0.334608286619,1.21500003338,-3.62915325165,0.157769173384,0.0,0
1478609341874655835,,7455,,0,0,'',29260,0.00120479497127,0.337093055248,1.2159999609,-3.63800048828,0.16185298562,0.0,0
1478609341924677716,,7456,,0,0,'',29352,0.00350757502019,0.329384684563,1.21899998188,-3.65250039101,0.161806821823,0.0,0
1478609341974689809,,7457,,0,0,'',29283,0.0019813971594,0.334588736296,1.21800005436,-3.65052890778,0.16177110374,0.0,0
1478609342024573023,,7458,,0,0,'',29379,-0.000969527987763,0.339345216751,1.21500003338,-3.64881181717,0.160131588578,0.0,0
1478609342074558527,,7459,,0,0,'',29293,-0.00197722925805,0.341569513083,1.21099996567,-3.64766597748,0.1591386199,0.0,0
1478609342124668023,,7460,,0,0,'',29353,-0.00435792515054,0.349042981863,1.20700001717,-3.64190673828,0.159395456314,0.0,0
1478609342174878273,,7461,,0,0,'',29523,0.00206441944465,0.341222256422,1.20000004768,-3.63789200783,0.153881579638,0.0,0
1478609342224649120,,7462,,0,0,'',29397,-0.00608487892896,0.351934283972,1.18599998951,-3.62855291367,0.153185889125,0.0,0
1478609342274555672,,7463,,0,0,'',29272,-0.00599283585325,0.353244543076,1.17999994755,-3.63005447388,0.150968119502,0.0,0
1478609342324531801,,7464,,0,0,'',29304,-0.013598616235,0.358835667372,1.16400003433,-3.62636971474,0.153099909425,0.0,0
1478609342374908481,,7465,,0,0,'',29588,-0.0155265033245,0.362852185965,1.15699994564,-3.61959457397,0.155678570271,0.0,0
1478609342424944387,,7466,,0,0,'',29655,-0.0149037586525,0.365729510784,1.14100003242,-3.61739301682,0.160178288817,0.0,0
1478609342474934404,,7467,,0,0,'',29658,-0.014390819706,0.367568522692,1.1289999485,-3.60633134842,0.164326101542,0.0,0
1478609342524905221,,7468,,0,0,'',29596,-0.0133089087903,0.371829539537,1.10699999332,-3.59384989738,0.16508705914,0.0,0
1478609342575260450,,7469,,0,0,'',29911,-0.0134716397151,0.373105198145,1.10500001907,-3.58422279358,0.172081798315,0.0,0
1478609342625259655,,7470,,0,0,'',29770,-0.00613253004849,0.3613499403,1.07799994946,-3.56824803352,0.175357028842,0.0,0
1478609342674845546,,7471,,0,0,'',29421,-0.0102394931018,0.362790107727,1.04299998283,-3.53914856911,0.180612593889,0.0,0
1478609342725392844,,7472,,0,0,'',29843,-0.0115009052679,0.365905165672,1.03299999237,-3.53403782845,0.174797162414,0.0,0
1478609342775280895,,7473,,0,0,'',29742,-0.0112854810432,0.364705085754,0.994000017643,-3.51015853882,0.175347194076,0.0,0
1478609342825265350,,7474,,0,0,'',29699,-0.0112317549065,0.364811331034,0.977999985218,-3.49663066864,0.177687436342,0.0,0
1478609342875399434,,7475,,0,0,'',29787,-0.00869439169765,0.362851053476,0.944000005722,-3.47499275208,0.182217329741,0.0,0
1478609342925372301,,7476,,0,0,'',29818,-0.00818312074989,0.359516382217,0.926999986172,-3.44892477989,0.190315797925,0.0,0
1478609342976035028,,7477,,0,0,'',29494,-0.00689061079174,0.3567917943,0.889999985695,-3.41735124588,0.197730481625,0.0,0
1478609343025028037,,7478,,0,0,'',29648,-0.00733051262796,0.356734722853,0.871999979019,-3.40559768677,0.201893240213,0.0,0
1478609343075168646,,7479,,0,0,'',29740,-0.00800346583128,0.356945842505,0.841000020504,-3.37981009483,0.205325931311,0.0,0
1478609343124888004,,7480,,0,0,'',29579,-0.00736625725403,0.356839239597,0.822000026703,-3.3568687439,0.20614387095,0.0,0
1478609343174846895,,7481,,0,0,'',29441,-0.00670772185549,0.357195854187,0.799000024796,-3.31698226929,0.207924574614,0.0,0
1478609343225125872,,7482,,0,0,'',29728,-0.00915172789246,0.362206310034,0.785000026226,-3.30773019791,0.210232019424,0.0,0
1478609343274917758,,7483,,0,0,'',29536,-0.0104705626145,0.366470336914,0.750999987125,-3.26657366753,0.210485056043,0.0,0
1478609343325171559,,7484,,0,0,'',29820,-0.00992301851511,0.367600262165,0.73400002718,-3.2422721386,0.21010529995,0.0,0
1478609343374869353,,7485,,0,0,'',29533,-0.00852279923856,0.36778101325,0.704999983311,-3.2085287571,0.207054048777,0.0,0
1478609343424996463,,7486,,0,0,'',29636,-0.0075138839893,0.364048361778,0.691999971867,-3.19354557991,0.20277005434,0.0,0
1478609343474892352,,7487,,0,0,'',29531,-0.0114220706746,0.365494072437,0.663999974728,-3.14838457108,0.206988021731,0.0,0
1478609343524982522,,7488,,0,0,'',29610,-0.0155646428466,0.367711722851,0.651000022888,-3.13606142998,0.213582783937,0.0,0
1478609343574750057,,7489,,0,0,'',29492,-0.0137513820082,0.365268528461,0.633000016212,-3.07999610901,0.212887644768,0.0,0
1478609343624877628,,7490,,0,0,'',29630,-0.012511475943,0.366988986731,0.615999996662,-3.04204177856,0.202953502536,0.0,0
1478609343674995587,,7491,,0,0,'',29609,-0.0115389684215,0.367076337337,0.60900002718,-3.02255272865,0.203437104821,0.0,0
1478609343725298540,,7492,,0,0,'',29944,-0.0135351000354,0.370815336704,0.597999989986,-2.98669147491,0.209254339337,0.0,0
1478609343774678124,,7493,,0,0,'',29395,-0.0124446833506,0.369290739298,0.586000025272,-2.96149635315,0.215733423829,0.0,0
1478609343824910212,,7494,,0,0,'',29575,-0.0157247148454,0.377344280481,0.572000026703,-2.9257106781,0.224692955613,0.0,0
1478609343874805088,,7495,,0,0,'',29442,-0.0141637856141,0.37850266695,0.565999984741,-2.90729022026,0.225507855415,0.0,0
1478609343937244370,,7496,,0,0,'',41837,-0.0128702064976,0.379627853632,0.547999978065,-2.87418222427,0.227570608258,0.0,0
1478609343974790048,,7497,,0,0,'',29424,-0.0132911689579,0.382027626038,0.540000021458,-2.85736727715,0.226319864392,0.0,0
1478609344025126789,,7498,,0,0,'',29697,-0.0150336148217,0.383890658617,0.523000001907,-2.81686615944,0.230470731854,0.0,0
1478609344074883273,,7499,,0,0,'',29475,-0.0131396688521,0.383581638336,0.514999985695,-2.79797673225,0.226188093424,0.0,0
1478609344124830701,,7500,,0,0,'',29425,-0.0137942377478,0.386189758778,0.499000012875,-2.75362992287,0.22912542522,0.0,0
1478609344174920009,,7501,,0,0,'',29461,-0.0125531964004,0.385934531689,0.495999991894,-2.7029979229,0.233311504126,0.0,0
1478609344224592366,,7502,,0,0,'',29305,-0.0125602930784,0.386012285948,0.488999992609,-2.67983222008,0.235005557537,0.0,0
1478609344274649860,,7503,,0,0,'',29255,-0.011510303244,0.38461381197,0.469000011683,-2.64339065552,0.236651241779,0.0,0
1478609344324724993,,7504,,0,0,'',29421,-0.0116699291393,0.38375800848,0.463999986649,-2.6077208519,0.238822296262,0.0,0
1478609344374607719,,7505,,0,0,'',29256,-0.0116945840418,0.37974768877,0.451999992132,-2.58271026611,0.239789247513,0.0,0
1478609344424863245,,7506,,0,0,'',29375,-0.0124146007001,0.37615442276,0.433999985456,-2.54621863365,0.240517631173,0.0,0
1478609344475215386,,7507,,0,0,'',29833,-0.0128632420674,0.374653846025,0.425999999046,-2.5249838829,0.241505071521,0.0,0
1478609344525166102,,7508,,0,0,'',29750,-0.0108288722113,0.37269449234,0.414999991655,-2.43883776665,0.242742791772,0.0,0
1478609344574696766,,7509,,0,0,'',29339,-0.014067100361,0.377404302359,0.405000001192,-2.42414975166,0.244715481997,0.0,0
1478609344624767499,,7510,,0,0,'',29369,-0.0127251669765,0.375631093979,0.384000003338,-2.37622046471,0.245743736625,0.0,0
1478609344674933572,,7511,,0,0,'',29501,-0.0126573266461,0.377774149179,0.374000012875,-2.35912537575,0.245961382985,0.0,0
1478609344724721307,,7512,,0,0,'',29425,-0.0118690701202,0.377381205559,0.361999988556,-2.30808186531,0.249236121774,0.0,0
1478609344774716112,,7513,,0,0,'',29283,-0.0142525155097,0.382097125053,0.342999994755,-2.26657438278,0.255016326904,0.0,0
1478609344824708266,,7514,,0,0,'',29304,-0.0141827678308,0.38631016016,0.333000004292,-2.24372005463,0.255442500114,0.0,0
1478609344874747510,,7515,,0,0,'',29399,-0.0125076584518,0.385490626097,0.321000009775,-2.22540378571,0.257029414177,0.0,0
1478609344925010824,,7516,,0,0,'',29662,-0.0099468389526,0.384840607643,0.308999985456,-2.16635751724,0.257665544748,0.0,0
1478609344974769833,,7517,,0,0,'',29349,-0.00972265377641,0.385486453772,0.300000011921,-2.15190267563,0.258687198162,0.0,0
1478609345024733512,,7518,,0,0,'',29353,-0.00959255173802,0.385181367397,0.287999987602,-2.12030649185,0.262314945459,0.0,0
1478609345075025702,,7519,,0,0,'',29553,-0.00597338750958,0.38259691,0.273000001907,-2.0812728405,0.264658600092,0.0,0
1478609345125254314,,7520,,0,0,'',29731,-0.00514118187129,0.381872683764,0.263000011444,-2.05285692215,0.265867590904,0.0,0
1478609345175160704,,7521,,0,0,'',29699,-0.00719180610031,0.383197277784,0.254999995232,-2.03515553474,0.26840364933,0.0,0
1478609345224714031,,7522,,0,0,'',29306,-0.00623907288536,0.382115185261,0.237000003457,-1.98703610897,0.267099797726,0.0,0
1478609345274979120,,7523,,0,0,'',29663,-0.00788670405746,0.385331988335,0.219999998808,-1.94453990459,0.268600732088,0.0,0
1478609345325150443,,7524,,0,0,'',29741,-0.00733611593023,0.385225772858,0.212999999523,-1.93237769604,0.269180864096,0.0,0
1478609345374840250,,7525,,0,0,'',29384,-0.012266671285,0.394649684429,0.204999998212,-1.91699337959,0.271260052919,0.0,0
1478609345424750152,,7526,,0,0,'',29378,-0.0064713335596,0.387861669064,0.186000004411,-1.87002909184,0.270615905523,0.0,0
1478609345474872774,,7527,,0,0,'',29448,-0.00935017690063,0.390026628971,0.178000003099,-1.85047495365,0.273263633251,0.0,0
1478609345524767988,,7528,,0,0,'',29359,-0.00884945131838,0.389255940914,0.172000005841,-1.83539414406,0.273345023394,0.0,0
1478609345574755780,,7529,,0,0,'',29329,-0.00873822625726,0.38679972291,0.162000000477,-1.78584206104,0.272045314312,0.0,0
1478609345624726021,,7530,,0,0,'',29321,-0.00943141803145,0.38539609313,0.156000003219,-1.7730666399,0.274302691221,0.0,0
1478609345674707588,,7531,,0,0,'',29317,-0.0106790047139,0.385461986065,0.141000002623,-1.72827196121,0.26888269186,0.0,0
1478609345725020841,,7532,,0,0,'',29537,-0.0115059893578,0.38507193327,0.131999999285,-1.71209275723,0.264296591282,0.0,0
1478609345774699435,,7533,,0,0,'',29335,-0.0105098532513,0.384791046381,0.134000003338,-1.69989049435,0.264421522617,0.0,0
1478609345824779580,,7534,,0,0,'',29377,-0.00860843621194,0.383775919676,0.127000004053,-1.67971491814,0.264433026314,0.0,0
1478609345874787885,,7535,,0,0,'',29514,-0.0111536141485,0.384858161211,0.116999998689,-1.66067063808,0.267961889505,0.0,0
1478609345924908332,,7536,,0,0,'',29440,-0.00988355372101,0.379754006863,0.105999998748,-1.62458872795,0.271799176931,0.0,0
1478609345974663416,,7537,,0,0,'',29396,-0.0101864570752,0.37522187829,0.097999997437,-1.59410297871,0.2739392519,0.0,0
1478609346024839102,,7538,,0,0,'',29338,-0.0122848032042,0.374736279249,0.0930000022054,-1.5799459219,0.274759203196,0.0,0
1478609346074878583,,7539,,0,0,'',29430,-0.0133467055857,0.376840233803,0.0900000035763,-1.5605032444,0.277039527893,0.0,0
1478609346125202324,,7540,,0,0,'',29625,-0.0129626914859,0.378711640835,0.0869999974966,-1.54979264736,0.279236406088,0.0,0
1478609346174672699,,7541,,0,0,'',29378,-0.0105353118852,0.378594756126,0.0909999981523,-1.51123285294,0.278537631035,0.0,0
1478609346225102880,,7542,,0,0,'',29687,-0.00952345319092,0.378375709057,0.0909999981523,-1.49803817272,0.279536545277,0.0,0
1478609346274629482,,7543,,0,0,'',29276,-0.0075251837261,0.372909188271,0.0890000015497,-1.48973989487,0.279242664576,0.0,0
1478609346324669876,,7544,,0,0,'',29352,-0.00747224781662,0.37042799592,0.0869999974966,-1.46777462959,0.277468234301,0.0,0
1478609346374613604,,7545,,0,0,'',29295,-0.00784233957529,0.368317902088,0.0850000008941,-1.45873510838,0.278711438179,0.0,0
1478609346424765102,,7546,,0,0,'',29414,-0.00982083939016,0.372038573027,0.0879999995232,-1.44251310825,0.27883630991,0.0,0
1478609346474643252,,7547,,0,0,'',29336,-0.00878382381052,0.372055023909,0.0909999981523,-1.43643510342,0.280413806438,0.0,0
1478609346524678271,,7548,,0,0,'',29370,-0.00759268598631,0.372026532888,0.101999998093,-1.40094101429,0.280352592468,0.0,0
1478609346574623762,,7549,,0,0,'',29291,-0.00910506211221,0.375169098377,0.103000000119,-1.39651119709,0.281767755747,0.0,0
1478609346624869050,,7550,,0,0,'',29390,-0.00589327001944,0.371490269899,0.107000000775,-1.38408255577,0.279081314802,0.0,0
1478609346674826116,,7551,,0,0,'',29441,-0.00526830088347,0.370457738638,0.112000003457,-1.37654745579,0.280721843243,0.0,0
1478609346724976101,,7552,,0,0,'',29413,-0.003805185901,0.365081906319,0.118000000715,-1.35145235062,0.283242404461,0.0,0
1478609346774593630,,7553,,0,0,'',29302,-0.00441674422473,0.364738166332,0.120999999344,-1.3449331522,0.281820386648,0.0,0
1478609346824741528,,7554,,0,0,'',29380,-0.000169569131685,0.357757210732,0.127000004053,-1.33442664146,0.281140416861,0.0,0
1478609346874628579,,7555,,0,0,'',29352,-0.00347439362668,0.366558164358,0.130999997258,-1.33332538605,0.285396665335,0.0,0
1478609346925035947,,7556,,0,0,'',29590,0.000735610316042,0.367586553097,0.122000001371,-1.3344938755,0.279568374157,0.0,0
1478609346974687178,,7557,,0,0,'',29349,0.00170552532654,0.368852734566,0.125,-1.33463168144,0.280232310295,0.0,0
1478609347025180237,,7558,,0,0,'',29828,0.00163738441188,0.371211528778,0.129999995232,-1.31935381889,0.281541347504,0.0,0
1478609347074712652,,7559,,0,0,'',29353,0.000394622038584,0.37125018239,0.129999995232,-1.31763839722,0.281755328178,0.0,0
1478609347125404555,,7560,,0,0,'',29800,-0.00317442603409,0.372625440359,0.138999998569,-1.28055918217,0.284045308828,0.0,0
1478609347174617208,,7561,,0,0,'',29338,-0.00446514645591,0.371452897787,0.140000000596,-1.28027868271,0.286783248186,0.0,0
1478609347224982413,,7562,,0,0,'',29508,-0.00673961173743,0.374561756849,0.148000001907,-1.27756464481,0.290811806917,0.0,0
1478609347274651494,,7563,,0,0,'',29361,-0.00571215571836,0.374695062637,0.152999997139,-1.27547061443,0.290555298328,0.0,0
1478609347325191280,,7564,,0,0,'',29708,-0.00426647439599,0.375824153423,0.16099999845,-1.23961305618,0.288912832737,0.0,0
1478609347374690080,,7565,,0,0,'',29341,-0.00440851040184,0.37481841445,0.16099999845,-1.23135280609,0.290227651596,0.0,0
1478609347425029822,,7566,,0,0,'',29481,-0.00540616177022,0.374965965748,0.167999997735,-1.2351899147,0.292640864849,0.0,0
1478609347474670590,,7567,,0,0,'',29356,-0.0033422249835,0.370631873608,0.168999999762,-1.22767853737,0.292844444513,0.0,0
1478609347524854226,,7568,,0,0,'',29446,-0.00332208489999,0.369591742754,0.173999994993,-1.22777354717,0.29467767477,0.0,0
1478609347574551096,,7569,,0,0,'',29332,-0.00371963367797,0.369185596704,0.180000007153,-1.20576274395,0.296607047319,0.0,0
1478609347624763183,,7570,,0,0,'',29533,-0.00763101363555,0.375087380409,0.186000004411,-1.20106518269,0.298118323088,0.0,0
