rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,timestamp,uElev,uThrot,uThrot2,uAilL,uAilR,uRud,obctrl_status
1478608980045645631,,219,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980095708963,,220,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980145618378,,221,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980195671422,,222,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980245644363,,223,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980295415873,,224,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980345287661,,225,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980395503336,,226,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980445270458,,227,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980495344778,,228,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980545546727,,229,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980595662649,,230,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980645694017,,231,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980696364369,,232,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980745687514,,233,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980795323345,,234,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980845343750,,235,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980895301879,,236,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980945163429,,237,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608980995267263,,238,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981045183540,,239,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981095275235,,240,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981145328954,,241,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981195155466,,242,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981245142408,,243,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981295349832,,244,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981345218896,,245,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981395737005,,246,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981445695421,,247,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981495334114,,248,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981545420447,,249,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981595389638,,250,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981645466321,,251,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981695608468,,252,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981745773554,,253,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981795618541,,254,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981845638596,,255,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981895686678,,256,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981945687895,,257,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608981995634424,,258,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982045661454,,259,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982095714061,,260,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982145760768,,261,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982195675270,,262,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982245646686,,263,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982295761633,,264,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982345649271,,265,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982395695203,,266,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982445330583,,267,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982495164982,,268,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982545671429,,269,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982595353874,,270,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982645221312,,271,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982695132326,,272,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982745536207,,273,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982795202376,,274,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982845169667,,275,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982895311652,,276,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982945203503,,277,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608982995329925,,278,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983045170862,,279,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983095324285,,280,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983145141483,,281,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983195207678,,282,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983245278148,,283,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983295995589,,284,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983345187117,,285,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983395832106,,286,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983445419410,,287,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983495188882,,288,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983545391494,,289,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983595302971,,290,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983645299163,,291,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983695473786,,292,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983745586633,,293,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983795274127,,294,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983845640732,,295,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983895355090,,296,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983945379908,,297,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
1478608983995559431,,298,,0,0,'',0,0.0,0.0,0.0,0.0,0.0,0.0,0
